,Timestamp,Data,AX,AY,AZ,fAX,fAY,fAZ
456,18:18:41:307,0001842529 [app] INFO: ACCEL: ,96.0,-32.0,-32.0,-38.263214,-1.408073,7.150419
457,18:18:41:397,0001842619 [app] INFO: ACCEL: ,-64.0,-128.0,-96.0,-38.418758,-2.162337,6.510506
458,18:18:41:488,0001842709 [app] INFO: ACCEL: ,0.0,-32.0,128.0,-38.187847,-2.339508,7.261077
459,18:18:41:622,0001842799 [app] INFO: ACCEL: ,160.0,0.0,128.0,-37.002876,-2.325691,8.004222
460,18:18:41:709,0001842934 [app] INFO: ACCEL: ,96.0,0.0,64.0,-36.209259,-2.312034,8.347589
461,18:18:41:799,0001843024 [app] INFO: ACCEL: ,32.0,32.0,32.0,-35.803604,-2.111725,8.491901
462,18:18:41:888,0001843114 [app] INFO: ACCEL: ,0.0,32.0,0.0,-35.591644,-1.913605,8.440379
463,18:18:42:069,0001843294 [app] INFO: ACCEL: ,192.0,64.0,-64.0,-33.86158,-0.971664,8.147109
464,18:18:42:162,0001843384 [app] INFO: ACCEL: ,32.0,-32.0,-32.0,-33.475964,-1.149482,7.907383
465,18:18:42:250,0001843474 [app] INFO: ACCEL: ,-32.0,128.0,96.0,-33.467361,-0.413113,8.430695
466,18:18:42:339,0001843564 [app] INFO: ACCEL: ,0.0,64.0,-64.0,-33.273422,-0.046994,8.002214
467,18:18:42:431,0001843654 [app] INFO: ACCEL: ,-64.0,32.0,-160.0,-33.450573,0.134361,7.01278
468,18:18:42:518,0001843744 [app] INFO: ACCEL: ,0.0,32.0,-32.0,-33.258709,0.313789,6.7836
469,18:18:42:609,0001843834 [app] INFO: ACCEL: ,-96.0,0.0,96.0,-33.616764,0.312031,7.305044
470,18:18:42:701,0001843924 [app] INFO: ACCEL: ,128.0,-64.0,0.0,-32.698524,-0.046291,7.262521
471,18:18:42:792,0001844014 [app] INFO: ACCEL: ,-128.0,64.0,32.0,-33.238659,0.309027,7.405707
472,18:18:42:924,0001844104 [app] INFO: ACCEL: ,96.0,96.0,-32.0,-32.50893,0.837647,7.17882
473,18:18:43:018,0001844239 [app] INFO: ACCEL: ,-96.0,-128.0,32.0,-32.866329,0.128479,7.321026
474,18:18:43:103,0001844329 [app] INFO: ACCEL: ,0.0,32.0,96.0,-32.682125,0.303398,7.826446
475,18:18:43:244,0001844419 [app] INFO: ACCEL: ,-32.0,192.0,64.0,-32.678322,1.350398,8.14535
476,18:18:43:331,0001844554 [app] INFO: ACCEL: ,-32.0,-64.0,-128.0,-32.674561,0.994055,7.375941
477,18:18:43:423,0001844644 [app] INFO: ACCEL: ,0.0,0.0,-64.0,-32.494339,0.988657,6.973749
478,18:18:43:511,0001844734 [app] INFO: ACCEL: ,64.0,32.0,32.0,-31.964682,1.156151,7.114177
479,18:18:43:600,0001844824 [app] INFO: ACCEL: ,64.0,32.0,64.0,-31.4398,1.321948,7.431752
480,18:18:43:733,0001844914 [app] INFO: ACCEL: ,0.0,-128.0,32.0,-31.268448,0.630089,7.568302
481,18:18:43:837,0001845049 [app] INFO: ACCEL: ,0.0,32.0,-64.0,-31.098848,0.797451,7.172533
482,18:18:43:915,0001845139 [app] INFO: ACCEL: ,64.0,96.0,32.0,-30.585497,1.302988,7.309267
483,18:18:44:006,0001845229 [app] INFO: ACCEL: ,-32.0,32.0,-32.0,-30.593105,1.465438,7.093855
484,18:18:44:094,0001845319 [app] INFO: ACCEL: ,32.0,-32.0,-96.0,-30.258192,1.289162,6.53155
485,18:18:44:183,0001845409 [app] INFO: ACCEL: ,-32.0,64.0,-64.0,-30.267473,1.617974,6.148152
486,18:18:44:273,0001845499 [app] INFO: ACCEL: ,-32.0,-32.0,-64.0,-30.276657,1.442405,5.768368
487,18:18:44:363,0001845589 [app] INFO: ACCEL: ,-32.0,-96.0,32.0,-30.285744,0.93582,5.909819
488,18:18:44:453,0001845679 [app] INFO: ACCEL: ,0.0,-32.0,64.0,-30.126881,0.765148,6.221547
489,18:18:44:543,0001845769 [app] INFO: ACCEL: ,32.0,96.0,-64.0,-29.802502,1.256428,5.846297
490,18:18:44:633,0001845859 [app] INFO: ACCEL: ,-32.0,96.0,-64.0,-29.813931,1.743587,5.474518
491,18:18:44:723,0001845949 [app] INFO: ACCEL: ,160.0,32.0,-160.0,-28.831858,1.898658,4.597173
492,18:18:44:813,0001846039 [app] INFO: ACCEL: ,-64.0,0.0,0.0,-29.013559,1.888971,4.572847
493,18:18:44:906,0001846129 [app] INFO: ACCEL: ,-32.0,160.0,224.0,-29.028921,2.691612,5.727917
494,18:18:44:993,0001846219 [app] INFO: ACCEL: ,1024.0,-192.0,32.0,-23.639837,1.70517,5.86609
495,18:18:45:083,0001846309 [app] INFO: ACCEL: ,160.0,-448.0,-192.0,-22.685219,-0.570642,4.830353
496,18:18:45:173,0001846399 [app] INFO: ACCEL: ,128.0,-32.0,-64.0,-21.903112,-0.730311,4.470523
497,18:18:45:263,0001846489 [app] INFO: ACCEL: ,-256.0,128.0,64.0,-23.115503,-0.079228,4.780536
498,18:18:45:356,0001846579 [app] INFO: ACCEL: ,192.0,160.0,0.0,-22.001995,0.7284,4.75574
499,18:18:45:444,0001846669 [app] INFO: ACCEL: ,-64.0,192.0,-160.0,-22.219196,1.691613,3.905502
500,18:18:45:544,0001846759 [app] INFO: ACCEL: ,224.0,-224.0,-160.0,-20.951315,0.556457,3.061236
501,18:18:45:625,0001846849 [app] INFO: ACCEL: ,352.0,128.0,-352.0,-19.031319,1.197113,1.235779
502,18:18:45:718,0001846939 [app] INFO: ACCEL: ,192.0,96.0,32.0,-17.94245,1.672504,1.394248
503,18:18:45:806,0001847029 [app] INFO: ACCEL: ,-32.0,32.0,-32.0,-18.014914,1.824109,1.223008
504,18:18:45:898,0001847119 [app] INFO: ACCEL: ,-160.0,0.0,160.0,-18.743271,1.81503,2.033573
505,18:18:46:078,0001847299 [app] INFO: ACCEL: ,96.0,192.0,-32.0,-16.920158,4.009673,1.039099
506,18:18:46:164,0001847389 [app] INFO: ACCEL: ,128.0,32.0,0.0,-16.180769,4.148148,1.033838
507,18:18:46:258,0001847479 [app] INFO: ACCEL: ,384.0,32.0,-128.0,-14.143537,4.285335,0.383779
508,18:18:46:344,0001847569 [app] INFO: ACCEL: ,480.0,-64.0,96.0,-11.620772,3.950451,0.8643
509,18:18:46:436,0001847659 [app] INFO: ACCEL: ,-288.0,-128.0,-160.0,-13.038415,3.305624,0.058386
510,18:18:46:524,0001847749 [app] INFO: ACCEL: ,192.0,-64.0,32.0,-11.986317,2.97745,0.218122
511,18:18:46:616,0001847839 [app] INFO: ACCEL: ,-64.0,-96.0,64.0,-12.252932,2.496545,0.535703
512,18:18:46:705,0001847929 [app] INFO: ACCEL: ,-32.0,96.0,0.0,-12.353741,2.949547,0.533045
513,18:18:46:794,0001848019 [app] INFO: ACCEL: ,0.0,96.0,32.0,-12.290971,3.399016,0.688377
514,18:18:46:886,0001848109 [app] INFO: ACCEL: ,-64.0,96.0,160.0,-12.552444,3.844988,1.471421
515,18:18:46:973,0001848199 [app] INFO: ACCEL: ,-32.0,-64.0,0.0,-12.650389,3.519209,1.464201
516,18:18:47:066,0001848289 [app] INFO: ACCEL: ,-32.0,-32.0,64.0,-12.74739,3.349238,1.769552
517,18:18:47:154,0001848379 [app] INFO: ACCEL: ,-96.0,0.0,32.0,-13.162818,3.333276,1.916628
518,18:18:47:245,0001848469 [app] INFO: ACCEL: ,-32.0,-32.0,-64.0,-13.256503,3.165669,1.597294
519,18:18:47:336,0001848559 [app] INFO: ACCEL: ,-128.0,32.0,-128.0,-13.824559,3.301898,0.971667
520,18:18:47:424,0001848649 [app] INFO: ACCEL: ,-64.0,-96.0,160.0,-14.072302,2.834681,1.737654
521,18:18:47:527,0001848739 [app] INFO: ACCEL: ,-32.0,96.0,-32.0,-14.160474,3.271834,1.575418
522,18:18:47:603,0001848829 [app] INFO: ACCEL: ,32.0,0.0,-64.0,-13.934479,3.256526,1.26138
523,18:18:47:696,0001848919 [app] INFO: ACCEL: ,-32.0,64.0,-64.0,-14.022574,3.539438,0.94993
524,18:18:47:786,0001849009 [app] INFO: ACCEL: ,32.0,0.0,-64.0,-13.799155,3.52301,0.641038
525,18:18:47:875,0001849099 [app] INFO: ACCEL: ,0.0,-32.0,-64.0,-13.73243,3.35888,0.334674
526,18:18:47:964,0001849189 [app] INFO: ACCEL: ,0.0,32.0,32.0,-13.666327,3.490697,0.484235
527,18:18:48:057,0001849279 [app] INFO: ACCEL: ,96.0,32.0,64.0,-13.140825,3.621382,0.783009
528,18:18:48:143,0001849369 [app] INFO: ACCEL: ,-32.0,0.0,-32.0,-13.230961,3.604848,0.629328
529,18:18:48:280,0001849459 [app] INFO: ACCEL: ,64.0,-64.0,-160.0,-12.863462,3.297572,-0.120651
530,18:18:48:372,0001849594 [app] INFO: ACCEL: ,32.0,0.0,96.0,-12.650667,3.282632,0.327479
531,18:18:48:459,0001849684 [app] INFO: ACCEL: ,32.0,32.0,-128.0,-12.439692,3.412163,-0.269168
532,18:18:48:552,0001849774 [app] INFO: ACCEL: ,32.0,0.0,0.0,-12.230516,3.396833,-0.267919
533,18:18:48:639,0001849864 [app] INFO: ACCEL: ,-32.0,0.0,-32.0,-12.323216,3.381639,-0.414468
534,18:18:48:730,0001849954 [app] INFO: ACCEL: ,32.0,0.0,64.0,-12.116271,3.366579,-0.118162
535,18:18:48:819,0001850044 [app] INFO: ACCEL: ,0.0,32.0,0.0,-12.059914,3.49354,-0.117621
536,18:18:48:909,0001850134 [app] INFO: ACCEL: ,-32.0,-96.0,32.0,-12.152256,3.054081,0.02896
537,18:18:49:003,0001850224 [app] INFO: ACCEL: ,96.0,32.0,128.0,-11.653515,3.181624,0.610724
538,18:18:49:089,0001850314 [app] INFO: ACCEL: ,32.0,0.0,96.0,-11.452701,3.167658,1.043506
